id,y_true,pred_M0,pred_M1,pred_M2,pred_M3
1149,4,8,4,4,4
1150,34,8,4,4,4
1151,46,1,46,9,46
1152,4,4,4,4,4
1153,7,7,7,7,7
1154,6,0,6,6,6
1155,4,4,4,4,4
1156,7,3,7,7,7
1157,38,2,38,38,38
1158,21,1,18,18,18
1159,3,3,3,3,3
1160,8,8,8,8,8
1161,6,6,6,6,6
1162,2,2,2,2,2
1163,24,0,0,0,0
1164,9,4,9,9,9
1165,30,43,30,30,30
1166,0,0,0,0,0
1167,22,39,22,22,22
1168,27,39,27,27,27
1169,46,8,46,46,29
1170,8,8,8,8,8
1171,13,0,13,13,13
1172,0,0,0,0,0
1173,4,3,4,4,4
1174,1,1,1,1,1
1175,4,3,4,4,4
1176,39,39,39,39,39
1177,5,0,5,5,5
1178,7,7,7,7,7
1179,8,8,8,8,8
1180,9,7,9,9,9
1181,46,8,46,46,46
1182,5,5,5,5,5
1183,3,3,3,3,3
1184,0,24,24,24,0
1185,44,12,44,44,44
1186,30,0,30,30,30
1187,2,2,2,2,2
1188,33,1,33,33,33
1189,4,4,4,4,4
1190,14,39,14,14,14
1191,9,9,9,9,9
1192,42,1,42,42,42
1193,45,39,45,45,45
1194,28,6,28,28,28
1195,0,0,0,24,0
1196,28,6,28,28,28
1197,3,6,3,3,3
1198,4,4,4,4,4
1199,8,8,8,8,8
1200,3,3,3,3,3
1201,4,4,4,4,4
1202,6,6,6,6,6
1203,2,2,2,2,2
1204,1,1,1,1,1
1205,1,1,21,21,1
1206,8,8,8,8,8
1207,39,0,39,39,39
1208,5,5,5,5,5
1209,38,6,38,38,38
1210,21,2,45,45,42
1211,24,0,24,24,24
1212,6,6,6,6,6
1213,38,6,38,38,38
1214,2,0,2,2,2
1215,21,6,21,21,21
1216,44,8,44,44,8
1217,2,2,2,2,2
1218,14,0,14,14,14
1219,9,1,9,9,9
1220,0,6,0,0,0
1221,1,1,1,1,1
1222,30,24,30,30,30
1223,28,2,28,28,28
1224,5,6,5,5,5
1225,12,39,12,12,12
1226,3,0,3,3,3
1227,6,6,6,6,6
1228,1,1,1,1,1
1229,18,1,18,18,18
1230,39,39,39,39,39
1231,18,1,18,18,18
1232,7,7,7,7,7
1233,15,8,15,15,15
1234,8,8,8,8,8
1235,36,0,32,32,32
1236,1,1,21,1,1
1237,1,4,21,21,21
1238,37,6,37,37,37
1239,22,39,43,22,22
1240,2,2,2,35,35
1241,39,39,39,39,39
1242,45,39,45,45,45
1243,13,0,13,13,13
1244,2,2,2,2,2
1245,6,24,6,6,6
1246,3,6,3,3,3
1247,6,6,6,6,6
1248,7,3,7,7,7
1249,30,0,30,30,30
1250,2,3,2,2,2
1251,39,39,39,39,39
1252,31,8,31,31,31
1253,24,0,0,0,0
1254,42,2,42,42,42
1255,3,4,3,3,3
1256,7,7,7,7,7
1257,42,6,42,42,42
1258,13,24,13,13,13
1259,8,4,8,8,8
1260,24,0,0,0,0
1261,22,43,22,22,22
1262,34,5,34,34,34
1263,6,6,6,6,6
1264,1,5,21,21,21
1265,12,43,12,12,12
1266,8,8,8,8,8
1267,5,5,5,5,5
1268,6,6,6,6,6
1269,2,6,2,2,2
1270,30,24,30,30,30
1271,9,7,9,9,9
1272,30,24,30,30,30
1273,4,4,4,4,4
1274,34,1,34,34,34
1275,32,39,32,32,32
1276,6,24,6,6,6
1277,37,0,6,37,6
1278,1,1,1,1,1
1279,27,2,27,21,27
1280,15,39,15,15,15
1281,5,6,5,5,5
1282,23,0,23,23,23
1283,45,39,45,45,45
1284,3,6,3,3,3
1285,39,39,39,39,39
1286,5,39,5,5,5
1287,28,2,28,28,28
1288,6,8,6,6,6
1289,43,39,43,43,43
1290,3,3,3,3,3
1291,5,5,5,5,5
1292,46,1,46,46,46
1293,4,39,4,4,4
1294,2,2,2,2,2
1295,4,4,4,4,4
1296,24,4,24,30,24
1297,45,39,45,45,45
1298,7,8,7,7,7
1299,4,4,4,4,4
1300,28,5,5,28,5
1301,39,8,39,39,39
1302,30,2,30,30,30
1303,15,6,15,15,15
1304,0,0,0,0,0
1305,3,3,3,3,3
1306,1,1,1,1,1
1307,40,2,15,15,15
1308,9,7,9,9,9
1309,5,6,28,5,5
1310,3,43,3,3,3
1311,4,39,4,4,4
1312,10,8,10,10,10
1313,3,4,3,3,3
1314,5,6,5,5,5
1315,34,46,34,34,34
1316,3,3,28,5,28
1317,7,7,7,7,7
1318,9,9,9,9,9
1319,6,6,6,6,6
1320,39,39,39,39,39
1321,18,1,1,1,1
1322,28,2,28,28,28
1323,46,8,46,46,46
1324,6,3,6,6,6
1325,0,0,0,0,0
1326,36,39,36,36,36
1327,32,1,32,32,32
1328,5,6,5,28,28
1329,3,3,3,3,3
1330,39,39,39,39,39
1331,22,39,22,22,22
1332,6,24,6,6,6
1333,9,4,9,9,9
1334,0,24,0,0,11
1335,37,1,37,37,6
1336,3,24,3,3,3
1337,25,8,25,25,25
1338,4,4,4,4,4
1339,24,0,0,0,0
1340,7,8,7,7,7
1341,24,3,26,13,26
1342,5,3,28,5,5
1343,8,8,8,8,8
1344,11,3,11,11,11
1345,6,6,6,6,6
1346,0,0,0,24,0
1347,33,3,33,33,33
1348,3,3,3,3,3
1349,1,1,1,1,1
1350,8,6,8,8,8
1351,9,9,9,9,9
1352,6,6,6,6,6
1353,40,6,15,15,15
1354,15,7,15,15,15
1355,5,3,5,5,5
1356,36,8,36,36,36
1357,8,8,8,8,8
1358,3,3,3,3,3
1359,24,0,0,0,0
1360,7,7,7,7,7
1361,8,8,8,8,8
1362,39,39,39,39,39
1363,12,0,12,12,12
1364,28,6,28,28,28
1365,33,8,33,33,33
1366,38,46,38,38,38
1367,2,2,2,2,2
1368,39,39,39,39,39
1369,30,0,19,19,19
1370,5,12,5,5,5
1371,21,8,21,21,21
1372,19,2,19,19,19
1373,24,0,0,0,0
1374,8,3,8,8,8
1375,1,1,1,1,1
1376,2,2,2,2,2
1377,12,6,12,12,12
1378,2,2,2,2,2
1379,18,2,35,18,35
1380,4,4,4,4,4
1381,6,6,6,6,6
1382,45,6,45,45,45
1383,5,0,5,5,5
1384,13,0,13,13,13
1385,5,8,5,5,5
1386,6,6,6,6,6
1387,27,8,27,27,27
1388,26,0,26,26,26
1389,3,3,3,3,3
1390,30,0,30,30,30
1391,3,3,3,3,3
1392,1,1,1,1,1
1393,1,1,1,21,1
1394,38,4,38,38,38
1395,33,8,33,33,33
1396,46,4,46,46,46
1397,43,39,43,43,43
1398,9,7,8,9,8
1399,46,1,46,46,46
1400,2,2,2,2,2
1401,22,39,22,22,22
1402,28,3,28,28,28
1403,14,6,14,14,14
1404,0,24,24,24,24
1405,2,6,2,2,2
1406,30,39,30,30,30
1407,39,39,39,39,39
1408,29,8,29,29,29
1409,4,1,4,4,4
1410,21,1,1,1,1
1411,39,39,39,39,39
1412,38,3,38,38,38
1413,8,3,8,8,8
1414,23,39,23,23,23
1415,36,39,36,36,36
1416,22,39,22,22,22
1417,40,8,15,15,15
1418,22,39,22,22,22
1419,15,4,15,15,15
1420,18,8,1,1,1
1421,28,6,28,28,28
1422,43,39,43,43,43
1423,0,0,0,0,0
1424,41,3,41,41,3
1425,43,3,43,43,43
1426,9,3,9,9,9
1427,30,3,30,30,30
1428,2,2,2,2,2
1429,3,0,3,3,3
1430,35,39,35,35,35
1431,42,3,42,42,42
1432,40,6,15,15,15
1433,0,0,0,0,0
1434,10,39,10,10,10
1435,5,2,5,5,5
1436,9,7,9,9,9
1437,2,2,2,2,2
1438,8,9,8,8,8
1439,9,4,9,9,9
1440,38,4,38,38,38
1441,29,8,29,29,29
1442,35,3,35,35,35
1443,6,24,6,6,6
1444,18,1,1,1,1
1445,11,6,11,11,11
1446,0,0,0,0,0
1447,8,8,8,8,8
1448,8,8,8,8,8
1449,5,8,5,5,5
1450,11,3,11,11,11
1451,28,6,28,28,28
1452,7,7,7,7,7
1453,38,6,38,38,38
1454,4,8,4,4,4
1455,28,3,28,5,5
1456,45,39,45,45,45
1457,1,1,1,1,1
1458,42,6,42,42,42
1459,3,3,3,3,3
1460,0,24,0,0,0
1461,39,4,39,39,39
1462,22,39,43,22,22
1463,1,1,1,1,1
1464,20,39,20,20,20
1465,2,2,2,2,2
1466,5,5,5,5,5
1467,32,2,32,32,32
1468,24,0,24,0,0
1469,8,4,8,8,8
1470,5,7,5,5,5
1471,26,0,26,26,26
1472,39,39,39,39,39
1473,3,3,3,3,3
1474,21,1,21,21,21
1475,9,7,9,9,9
1476,0,24,24,24,24
1477,33,9,33,33,33
1478,5,1,5,5,5
1479,5,5,5,5,5
1480,24,24,24,24,24
1481,2,2,2,2,2
1482,35,6,2,2,2
1483,41,6,8,28,41
1484,12,39,12,12,12
1485,4,4,4,4,4
1486,39,39,39,21,39
1487,2,2,2,2,2
1488,1,1,1,1,1
1489,21,4,1,1,1
1490,13,24,13,3,3
1491,6,6,6,6,6
1492,28,0,28,28,28
1493,2,2,2,2,2
1494,41,9,9,9,9
1495,1,1,1,1,1
1496,7,3,7,7,7
1497,43,0,43,43,43
1498,9,3,9,9,9
1499,34,8,34,34,34
1500,22,0,22,22,22
1501,7,43,7,7,7
1502,39,4,39,39,39
1503,22,39,22,22,22
1504,17,39,17,17,22
1505,2,2,2,2,2
1506,45,39,45,45,45
1507,0,0,0,0,0
1508,22,43,22,22,22
1509,6,6,6,6,6
1510,6,2,6,6,16
1511,9,4,9,9,9
1512,5,6,5,5,5
1513,10,43,10,10,10
1514,15,1,15,15,15
1515,28,24,28,28,28
1516,24,0,24,0,0
1517,31,4,31,31,31
1518,4,4,4,4,4
1519,43,0,43,43,43
1520,4,9,4,4,4
1521,8,8,8,8,8
1522,4,4,4,4,4
1523,9,0,9,9,9
1524,9,9,9,9,9
1525,9,7,9,9,9
1526,4,39,4,4,4
1527,8,9,8,8,8
1528,39,4,39,39,39
1529,1,8,1,1,1
1530,12,39,39,12,12
1531,5,6,5,5,5
1532,1,1,1,21,1
1533,1,8,1,1,1
1534,3,3,3,3,3
1535,43,0,43,43,43
1536,9,8,9,9,9
1537,24,3,24,38,24
1538,46,8,46,46,46
1539,2,2,2,2,2
1540,19,6,19,19,19
1541,31,4,31,31,31
1542,1,4,1,1,1
1543,24,0,0,0,0
1544,8,8,8,8,8
1545,6,3,6,6,6
1546,8,5,8,8,8
1547,16,2,16,16,16
1548,25,41,25,25,25
1549,8,8,8,8,8
1550,25,9,25,25,25
1551,15,9,41,19,19
1552,34,8,34,34,34
1553,21,1,1,1,1
1554,45,39,45,45,45
1555,10,24,10,10,10
1556,13,0,13,13,0
1557,1,8,1,1,1
1558,24,0,0,24,0
1559,15,4,46,15,15
1560,4,4,4,4,4
1561,8,8,8,8,8
1562,21,0,21,21,21
1563,39,8,39,39,39
1564,2,2,2,2,2
1565,5,8,5,5,5
1566,1,1,1,1,1
1567,7,7,7,7,7
1568,39,8,39,39,39
1569,31,4,31,31,31
1570,21,1,21,1,1
1571,4,8,4,4,4
1572,46,5,46,46,46
1573,2,2,2,2,2
1574,5,3,5,28,28
1575,4,8,4,4,4
1576,8,8,8,8,8
1577,1,1,21,21,1
1578,4,8,4,4,4
1579,39,8,39,39,39
1580,10,2,10,25,25
1581,3,3,3,3,3
1582,28,6,28,28,28
1583,2,6,2,2,2
1584,39,8,39,39,39
1585,6,6,6,6,6
1586,18,1,21,21,1
1587,21,9,1,1,1
1588,21,1,21,1,1
1589,10,39,10,10,10
1590,3,3,3,3,3
1591,34,7,34,34,34
1592,39,39,39,39,39
1593,6,24,6,6,6
1594,2,2,2,2,2
1595,4,4,4,4,4
1596,4,4,4,34,4
1597,0,3,0,0,0
1598,1,1,1,1,1
1599,39,4,39,39,39
1600,2,2,2,2,2
1601,24,24,24,24,24
1602,8,6,8,8,8
1603,8,8,8,8,8
1604,9,9,44,9,9
1605,28,0,28,28,28
1606,24,3,0,0,0
1607,18,8,2,1,1
1608,1,8,1,1,1
1609,1,6,1,1,1
1610,20,4,20,20,20
1611,43,39,43,43,43
1612,32,2,32,32,32
1613,22,39,22,22,22
1614,3,0,3,3,3
1615,28,3,28,28,28
1616,2,0,2,2,2
1617,35,39,35,35,35
1618,24,24,24,24,24
1619,45,39,45,45,45
1620,9,43,9,9,9
1621,9,3,9,9,9
1622,2,3,2,2,2
1623,5,8,5,5,5
1624,7,7,7,7,7
1625,34,29,34,34,34
1626,28,1,5,28,28
1627,4,4,4,4,4
1628,36,39,36,36,36
1629,29,8,29,29,29
1630,38,8,38,38,38
1631,5,3,5,5,5
1632,7,7,7,7,7
1633,8,8,8,8,8
1634,4,4,4,4,4
1635,30,4,30,30,30
1636,8,8,8,8,8
1637,1,8,1,1,1
1638,45,39,45,45,45
1639,4,8,4,4,4
1640,5,5,5,5,5
1641,0,0,0,0,0
1642,40,6,15,40,15
1643,4,8,4,4,4
1644,29,39,29,29,29
1645,24,24,24,24,24
1646,22,39,22,22,22
1647,7,3,7,7,7
1648,11,3,30,11,11
1649,29,6,45,45,45
1650,6,24,6,6,6
1651,24,0,0,24,0
1652,22,39,22,22,22
1653,41,3,41,41,41
1654,30,2,30,30,30
1655,0,0,0,0,0
1656,29,6,29,29,29
1657,0,0,0,0,0
1658,12,39,12,12,12
1659,1,1,1,1,1
1660,34,1,34,46,34
1661,38,2,38,38,38
1662,1,1,1,1,1
1663,9,9,9,9,9
1664,3,8,3,3,3
1665,42,3,42,42,42
1666,23,8,23,23,23
1667,0,0,24,0,0
1668,46,1,46,46,46
1669,21,1,1,1,1
1670,29,39,29,29,29
1671,18,1,1,21,1
1672,45,39,45,45,45
1673,2,6,2,2,2
1674,31,4,31,31,31
1675,3,3,3,3,3
1676,3,3,3,3,3
1677,0,0,0,0,0
1678,38,8,38,38,38
1679,4,8,4,33,4
1680,3,3,3,3,3
1681,29,39,29,29,29
1682,31,4,31,31,31
1683,8,8,8,8,8
1684,2,2,2,2,2
1685,3,3,3,3,3
1686,6,24,6,6,6
1687,20,39,42,22,20
1688,24,0,24,24,24
1689,1,4,1,1,1
1690,1,1,1,1,1
1691,21,2,21,21,21
1692,8,6,8,6,8
1693,29,8,29,29,29
1694,40,8,15,15,15
1695,1,8,1,1,1
1696,4,8,4,4,4
1697,3,9,3,3,3
1698,24,0,24,24,24
1699,30,0,30,30,30
1700,21,3,21,21,21
1701,36,2,36,36,36
1702,2,1,2,2,2
1703,3,6,3,3,3
1704,4,4,4,4,4
1705,41,6,41,41,41
1706,39,39,39,39,39
1707,11,3,11,11,11
1708,15,6,15,15,15
1709,15,2,15,15,15
1710,0,0,0,0,0
1711,6,6,6,6,6
1712,2,2,2,2,2
1713,37,6,37,37,37
1714,0,3,0,0,0
1715,36,0,36,36,36
1716,12,39,12,12,12
1717,3,6,3,3,3
1718,12,24,12,12,12
1719,24,24,24,24,24
1720,6,6,6,6,6
1721,18,1,18,18,1
1722,39,39,39,39,39
1723,29,39,29,45,29
1724,24,0,0,0,0
1725,6,6,6,6,6
1726,35,2,35,35,35
1727,25,2,25,25,25
1728,3,3,3,3,3
1729,3,3,3,3,3
1730,9,4,9,9,9
1731,3,3,3,3,3
1732,2,2,2,2,2
1733,39,39,39,39,39
1734,24,24,0,24,0
1735,3,3,3,3,3
1736,29,6,29,29,29
1737,1,1,1,1,1
1738,29,7,29,29,29
1739,3,3,3,3,3
1740,21,8,21,21,1
1741,6,6,6,6,6
1742,11,7,11,8,11
1743,45,1,45,45,45
1744,4,9,7,34,4
1745,21,1,1,1,1
1746,24,0,0,0,0
1747,45,39,45,45,45
1748,3,6,3,3,3
1749,21,1,1,1,1
1750,9,8,9,9,9
1751,7,7,7,7,7
1752,6,6,6,6,6
1753,45,39,45,45,45
1754,6,6,42,6,11
1755,41,8,8,8,8
1756,5,6,28,5,5
1757,26,2,26,26,26
1758,25,8,25,25,25
1759,2,3,2,2,2
1760,3,3,3,3,3
1761,0,0,24,24,0
1762,5,5,5,5,5
1763,43,39,43,43,43
1764,2,2,2,2,2
1765,7,4,7,7,7
1766,1,4,1,1,1
1767,28,3,28,5,28
1768,42,5,42,42,42
1769,6,6,6,6,6
1770,45,7,45,45,45
1771,1,1,1,1,1
1772,2,3,2,2,2
1773,7,7,7,7,7
1774,9,43,9,9,9
1775,5,1,5,5,5
1776,2,8,2,2,2
1777,6,2,6,6,6
1778,45,39,45,45,45
1779,14,39,14,14,14
1780,1,1,1,1,1
1781,29,39,29,29,29
1782,45,39,45,45,45
1783,1,1,1,1,1
1784,7,7,7,7,7
1785,0,0,0,24,0
1786,39,24,39,39,39
1787,0,0,0,0,0
1788,3,3,3,3,3
1789,5,6,5,5,5
1790,30,2,30,30,30
1791,5,13,5,5,5
1792,7,7,7,7,7
1793,8,8,8,8,8
1794,6,6,6,6,6
1795,43,39,43,43,43
1796,2,2,2,2,2
1797,6,6,6,6,6
1798,30,0,30,30,30
1799,6,2,6,16,16
1800,6,6,6,6,6
1801,9,4,9,9,9
1802,0,0,0,0,0
1803,24,0,0,0,0
1804,28,8,28,28,28
1805,4,4,4,4,4
1806,24,24,24,24,24
1807,5,5,5,5,5
1808,44,9,9,9,9
1809,45,24,45,45,45
1810,18,1,1,18,1
1811,27,8,27,27,27
1812,11,0,11,11,11
1813,37,8,37,37,37
1814,36,2,2,2,2
1815,1,4,1,1,1
1816,4,8,4,4,4
1817,23,0,23,23,23
1818,5,8,5,5,5
1819,2,3,2,2,2
1820,37,3,37,37,37
1821,20,39,20,20,20
1822,22,39,22,22,22
1823,12,0,12,12,12
1824,9,9,9,9,9
1825,36,39,36,36,36
1826,39,8,39,39,39
1827,16,6,6,6,6
1828,4,4,4,4,4
1829,7,8,7,7,7
1830,38,2,38,38,38
1831,24,0,24,24,24
1832,7,7,7,7,7
1833,0,0,0,0,0
1834,7,4,4,7,7
1835,2,1,2,2,2
1836,8,8,8,8,8
1837,9,4,9,9,9
1838,39,39,39,39,39
1839,24,3,24,0,0
1840,5,5,5,5,5
1841,8,8,8,8,8
1842,3,0,3,3,3
1843,7,7,7,7,7
1844,6,3,6,6,37
1845,29,1,29,29,29
1846,45,39,45,45,45
1847,6,6,6,6,6
1848,20,39,20,20,20
1849,8,8,8,8,8
1850,6,24,6,6,6
1851,1,1,1,1,1
1852,1,1,1,1,1
1853,9,4,9,9,9
1854,34,9,34,34,34
1855,2,2,2,2,2
1856,23,0,23,23,23
1857,21,2,21,21,21
1858,21,6,35,21,20
1859,5,6,5,5,5
1860,36,39,36,36,36
1861,20,39,30,20,20
1862,34,8,33,45,45
1863,3,6,3,3,3
1864,8,7,8,8,8
1865,7,7,7,7,7
1866,8,8,8,8,8
1867,2,3,2,2,2
1868,33,39,21,21,27
1869,12,2,12,12,12
1870,30,0,30,30,30
1871,8,8,8,8,8
1872,7,7,7,7,7
1873,46,6,21,46,46
1874,28,3,5,5,5
1875,1,1,1,1,1
1876,2,2,2,2,2
1877,18,1,18,18,18
1878,39,39,39,12,39
1879,4,39,4,30,2
1880,39,39,39,39,39
1881,24,0,24,24,24
1882,4,8,4,4,4
1883,37,3,37,37,37
1884,28,5,28,28,28
1885,22,39,22,22,22
1886,9,9,9,9,9
1887,6,6,6,6,6
1888,8,6,8,8,8
1889,34,8,34,7,7
1890,34,1,34,34,34
1891,43,39,43,43,43
1892,7,7,7,7,7
1893,0,0,0,0,0
1894,6,6,6,6,6
1895,27,39,27,27,27
1896,24,24,24,24,24
1897,6,6,6,6,6
1898,9,9,9,9,9
1899,9,9,9,9,9
1900,24,3,0,24,0
1901,9,8,9,9,9
1902,2,6,2,2,2
1903,7,0,7,7,7
1904,23,39,23,23,23
1905,1,1,1,1,1
1906,19,4,19,18,18
1907,6,6,37,37,6
1908,9,4,9,9,9
1909,8,4,8,8,8
1910,4,4,4,4,4
1911,34,9,4,34,4
1912,3,9,3,3,3
1913,32,0,32,23,32
1914,39,39,39,39,39
1915,6,6,6,6,6
1916,18,1,1,1,1
1917,20,6,20,20,20
1918,5,5,5,5,5
1919,42,1,42,42,42
1920,19,6,19,19,19
1921,24,0,0,0,0
1922,0,0,24,24,24
1923,1,4,1,1,1
1924,2,6,2,2,2
1925,29,0,29,29,29
1926,1,1,1,1,1
1927,35,3,35,35,35
1928,7,8,7,7,7
1929,16,3,16,16,16
1930,9,9,9,9,9
1931,4,39,4,4,4
1932,22,8,30,30,30
1933,6,6,6,6,6
1934,31,8,34,34,31
1935,1,1,1,1,1
1936,18,1,18,18,18
1937,42,3,42,42,42
1938,9,9,9,9,9
1939,6,24,6,6,6
1940,0,0,0,0,0
1941,46,1,46,46,46
1942,0,0,0,0,0
1943,20,39,20,20,20
1944,6,6,6,6,6
1945,21,1,1,1,1
1946,46,8,46,46,46
1947,3,0,3,3,3
1948,7,0,7,7,7
1949,46,4,46,46,46
1950,6,6,6,6,6
1951,29,8,29,29,29
1952,7,4,7,7,7
1953,46,1,46,46,46
1954,24,24,24,24,24
1955,24,0,24,24,24
1956,24,0,30,24,24
1957,34,8,34,34,34
1958,45,39,45,45,45
1959,8,8,8,8,8
1960,38,1,38,38,38
1961,4,3,4,4,4
1962,8,6,8,8,8
1963,29,43,29,29,29
1964,9,8,9,9,9
1965,25,43,25,25,25
1966,2,2,2,2,2
1967,42,6,42,42,42
1968,7,7,7,7,7
1969,3,2,3,3,3
1970,42,1,42,38,42
1971,2,0,2,2,2
1972,31,39,2,21,2
1973,46,4,46,46,46
1974,3,3,3,3,3
1975,9,9,9,9,9
1976,30,2,30,30,30
1977,5,12,5,5,5
1978,0,0,0,0,0
1979,34,39,31,45,45
1980,5,2,5,5,5
1981,39,39,39,39,39
1982,28,5,28,5,28
1983,10,2,10,10,10
1984,3,3,3,3,3
1985,10,43,10,10,10
1986,21,4,21,1,1
1987,18,1,18,18,18
1988,39,39,39,39,39
1989,3,3,3,3,3
1990,33,4,33,33,33
1991,22,39,22,22,22
1992,24,0,0,24,0
1993,12,6,12,12,12
1994,36,39,36,36,36
1995,8,2,6,39,39
1996,5,4,5,5,5
1997,2,2,2,2,2
1998,6,6,6,6,6
1999,26,24,44,36,26
2000,23,2,23,23,23
2001,28,2,28,28,28
2002,20,8,20,20,20
2003,9,9,9,9,9
2004,28,0,28,28,28
2005,5,1,5,5,5
2006,41,4,9,9,9
2007,29,8,29,29,29
2008,2,2,2,2,2
2009,24,0,0,0,0
2010,30,4,30,30,30
2011,30,2,30,31,30
2012,39,39,39,39,39
2013,6,24,6,6,6
2014,5,3,5,5,5
2015,3,3,3,3,3
2016,46,1,46,46,46
2017,2,2,2,2,2
2018,36,3,36,36,36
2019,18,1,18,18,18
2020,22,43,22,22,22
2021,14,5,14,14,14
2022,10,4,43,23,43
2023,39,39,39,39,39
2024,1,1,1,1,1
2025,5,39,5,5,5
2026,20,39,20,20,20
2027,23,4,23,23,23
2028,25,8,25,25,25
2029,24,24,24,24,24
2030,2,2,2,2,2
2031,1,1,1,1,1
2032,1,1,1,21,1
2033,2,2,2,2,2
2034,6,0,6,6,6
2035,21,1,1,1,1
2036,36,2,36,36,36
2037,34,8,1,34,34
2038,30,39,30,30,30
2039,9,4,9,9,9
2040,0,0,0,30,0
2041,9,7,9,9,9
2042,8,8,8,8,8
2043,5,5,5,5,5
2044,25,8,25,25,25
2045,24,0,24,24,24
2046,0,0,0,0,0
2047,15,6,15,15,15
2048,15,39,15,15,15
2049,26,2,26,26,26
2050,8,8,8,8,8
2051,12,8,36,12,12
2052,4,46,4,4,4
2053,4,4,4,4,4
2054,27,39,27,14,14
2055,4,39,4,4,4
2056,2,0,2,2,2
2057,6,6,6,6,6
2058,26,2,26,26,26
2059,6,6,6,6,6
2060,8,8,8,8,8
2061,20,39,20,20,20
2062,29,1,29,29,29
2063,34,4,4,4,4
2064,14,8,14,14,14
2065,15,8,15,15,15
2066,0,0,0,0,0
2067,32,0,32,32,32
2068,35,2,35,35,35
2069,34,8,34,34,34
2070,8,8,8,8,8
2071,46,1,46,46,46
2072,4,4,4,4,4
2073,2,7,2,2,2
2074,8,2,8,8,8
2075,36,39,36,43,36
2076,46,1,46,46,46
2077,1,1,1,1,1
2078,1,1,1,1,1
2079,3,3,3,3,3
2080,9,9,9,15,9
2081,23,24,23,23,23
2082,7,4,7,7,7
2083,7,7,7,7,7
2084,3,3,3,3,3
2085,12,0,12,12,12
2086,4,0,4,4,4
2087,23,39,23,23,23
2088,28,0,28,28,28
2089,5,3,5,5,5
2090,8,8,8,8,8
2091,13,0,13,13,13
2092,0,0,0,0,0
2093,9,4,9,9,9
2094,24,24,24,24,24
2095,37,6,37,37,37
2096,45,8,45,45,45
2097,38,6,38,38,38
2098,46,4,46,46,46
2099,0,0,0,0,0
2100,4,4,4,4,4
2101,30,0,30,30,30
2102,8,8,8,8,8
2103,7,0,7,7,7
2104,23,39,23,23,23
2105,28,6,28,28,28
2106,6,4,6,6,6
2107,0,0,24,24,0
2108,46,4,4,46,46
2109,5,6,5,5,5
2110,46,1,46,46,46
2111,28,6,28,5,28
2112,15,8,15,15,15
2113,22,39,22,22,22
2114,5,3,5,5,5
2115,38,3,38,38,38
2116,28,3,28,28,28
2117,1,4,1,1,1
2118,39,39,39,39,39
2119,25,8,25,25,25
2120,24,24,24,24,24
2121,12,24,12,12,12
2122,9,4,9,9,9
2123,22,39,22,22,22
2124,39,39,39,39,39
2125,39,39,39,39,39
2126,1,1,1,1,1
2127,9,9,9,9,9
2128,25,4,25,25,25
2129,7,7,7,7,7
2130,0,0,0,0,0
2131,25,4,25,25,25
2132,4,1,4,4,4
2133,5,9,5,5,5
2134,46,1,46,46,46
2135,5,6,5,5,5
2136,21,1,1,1,1
2137,6,6,6,6,6
2138,8,8,8,8,8
2139,46,1,46,46,46
2140,21,1,1,1,1
2141,8,8,8,8,8
2142,8,8,8,8,8
2143,39,8,39,39,39
2144,46,1,46,46,46
2145,24,0,24,24,0
2146,3,3,3,3,3
2147,45,39,45,45,45
2148,38,21,38,38,38
2149,5,12,5,5,5
2150,9,4,9,9,9
2151,21,6,21,21,21
2152,3,0,3,3,3
2153,28,39,2,10,10
2154,8,8,8,8,8
2155,33,2,33,34,34
2156,4,4,4,4,4
2157,21,1,1,1,1
2158,9,9,9,9,9
2159,36,39,41,41,36
2160,24,0,24,24,0
2161,36,24,36,36,36
2162,3,3,3,3,3
2163,7,7,7,7,7
2164,0,0,0,0,0
2165,8,3,8,8,8
2166,0,0,0,0,0
2167,4,5,4,4,4
2168,39,24,39,39,39
2169,18,4,21,21,18
2170,45,39,45,46,46
2171,0,3,0,0,0
2172,39,6,39,39,39
2173,9,8,9,9,9
2174,9,3,9,9,9
2175,37,8,37,37,37
2176,10,43,10,10,10
2177,39,39,39,39,39
2178,2,5,2,2,2
2179,0,0,0,0,0
2180,27,4,27,27,27
2181,19,7,19,19,19
2182,36,2,36,36,36
2183,3,8,3,3,3
2184,29,8,29,29,29
2185,21,6,21,21,21
2186,36,39,36,36,36
2187,31,39,31,31,31
2188,4,4,4,4,4
2189,15,8,15,15,15
2190,46,8,46,46,46
2191,7,7,7,7,7
2192,28,2,28,28,28
2193,4,4,4,4,4
2194,6,6,6,6,6
2195,28,6,28,28,28
2196,38,2,38,38,38
2197,1,1,1,1,1
2198,19,0,19,19,19
2199,36,24,36,36,36
2200,1,1,1,1,1
2201,31,4,31,31,31
2202,38,0,38,38,38
2203,3,8,3,3,3
2204,36,0,36,36,36
2205,0,24,24,24,24
2206,42,8,42,42,42
2207,21,4,21,1,1
2208,44,1,44,44,44
2209,3,7,3,3,3
2210,9,1,9,9,9
2211,2,2,2,2,2
2212,3,3,3,3,3
2213,18,1,1,1,1
2214,23,0,23,23,23
2215,18,2,2,2,2
2216,23,0,23,23,23
2217,5,1,28,5,5
2218,1,1,1,1,1
2219,7,7,7,7,7
2220,7,1,7,7,7
2221,34,8,34,34,34
2222,39,39,39,39,39
